path,base_bytes,base_sha256,final_bytes,final_sha256,first_read,second_pass,classification,severity,issues,disposition
evidence/COMPLETENESS_AUDIT_V4_2.md,3226,fec4b1d052d593a5ada614231aa54ee2670e12d436d53a9122d0aa3093692cd7,718,781dfc1f5e2a5bc066a69df029f282c4e54ad95c8b62533ca16cc432f34afed7,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A13,HARDENED
evidence/FINAL_AUDIT_REPORT.md,,,GIT_TREE_ANCHOR,GIT_TREE_ANCHOR (self-referential report excluded from recursive hash),NEW_AUTHORED_AND_REVIEWED,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,MISSING,HIGH,"A13,A22",HARDENED
evidence/PUBLIC_SOURCE_MAP.md,3069,c4673018b585541eb882bc9bd9872ce1069c991ee373cfdb3e60d3a283ff7f93,3619,0b2816b54e48f594b2dc878eafe0888f2156437b9794298e2f5cb38361641864,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
evidence/SEEDANCE_KNOWLEDGE_STATUS.md,943,30845452dae6cc967bf942713da956ab48375c32581d597e783345ce2e70819f,1571,c6618b8e6b6706617b541f355555a401bb2f14486bbbec9d3481292e9b246bd5,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
evidence/TOPVIEW_PUBLIC_COST_SNAPSHOT.md,819,af7b2a58d3994442c42102f652d8fea7bde6b104e8759710ca31b01264141301,819,af7b2a58d3994442c42102f652d8fea7bde6b104e8759710ca31b01264141301,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
examples/EXTERNAL_KEYFRAME_PACK.md,1409,e11f2cc8f1c7ae6aa731f939b94999ab284635bd5989baacddea25c9ea92862e,1409,e11f2cc8f1c7ae6aa731f939b94999ab284635bd5989baacddea25c9ea92862e,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
examples/GS03_XIANXIA_60S_WALKTHROUGH.md,2503,f00ca6b59e15a22751bc6b6bcff3e31e172385071e0ffea5c369404c13d09f32,2588,cc3738abeb2c14a125a15cffeef8cd00ba7af1c52da2e03d19a5efa6332dd820,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OVER_SPECIFIED,MEDIUM,A14,HARDENED
examples/GS04_SATURN_120S_WALKTHROUGH.md,3783,19c18b33ea456dc19f73598ea252dcebabef9203f1c5dbe6bcff660cdcb45e03,4043,6664f84c926827af86f1856a4d9b03573554948a521c0392a1a2b3cfa30f1422,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OVER_SPECIFIED,MEDIUM,A14,HARDENED
examples/SHOT_REVISION_CONTINUITY_SANDWICH.md,863,836bfaf962e981fb6492c1e6828603fe20a2ef374047689bc6a00990a11d68f5,863,836bfaf962e981fb6492c1e6828603fe20a2ef374047689bc6a00990a11d68f5,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
governance/AI_CODING_PROTOCOL.md,1912,74daaa152580f87a08e844871aa64cb119141391a3a075175bc6013691c463a0,2190,db6bda3388f1aa5ab9b7fcda9bd6956c9cdbad93b960a573a8aa79526dcda00e,READ_FULL,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,OK,LOW,A22,RETAINED
governance/CANONICAL_CHANGE_POLICY.md,876,964bdac6b0dd045f5724bea488842e62d9ef541ad44de5bb77b7bb66980e4c21,876,964bdac6b0dd045f5724bea488842e62d9ef541ad44de5bb77b7bb66980e4c21,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
governance/CANONICAL_COMPLETENESS_CHECKLIST.md,1358,c1697257decf731f1620094afa64ff0614c3bfb34a1679be90a96f5e1febd089,1436,7c48dde6e68006bf688ee671ce21e5335272aa5df68fb17c3b0785d94321e1cb,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A13,HARDENED
governance/CONTEXT_LOADING_RULES.md,867,3bc000f82b62723aba803bc728c209cff959783b795d3a3befb154109876af14,867,3bc000f82b62723aba803bc728c209cff959783b795d3a3befb154109876af14,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
governance/REVIEW_PROTOCOL.md,928,956bb800b67064d5af273afe182b8270f85343ddc901041c78c6200fd9e87615,928,956bb800b67064d5af273afe182b8270f85343ddc901041c78c6200fd9e87615,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
governance/TASK_STATE_MACHINE.md,533,6bf7616219c57c9a44d76a9bc056a1e172999e48699e42552e26f00aa990de63,533,6bf7616219c57c9a44d76a9bc056a1e172999e48699e42552e26f00aa990de63,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
governance/contract_index.json,,,45351,0229a9882358347dc8c1e5c778d3b5a06917ae8d721100e14eb852e3e8f57bdd,NEW_AUTHORED_AND_REVIEWED,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,MISSING,HIGH,"A13,A21",HARDENED
governance/requirements.txt,,,53,c96bfeb592659a8b192d2483aa3f6966c92eaac0844d0d9cddf928412443901c,NEW_AUTHORED_AND_REVIEWED,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,MISSING,HIGH,A13,HARDENED
governance/test_validate_spec.py,,,6215,83958368bf510d47736f7bac39cc9c66db0112b04af08e56b3dc2a8978712927,NEW_AUTHORED_AND_REVIEWED,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,MISSING,HIGH,A13,HARDENED
governance/validate_spec.py,,,17184,9b4d8243edf25aa65e60aaf43a590c1f0621fd76d02cbf767e060a3520b50460,NEW_AUTHORED_AND_REVIEWED,2026-09-09_FOLLOWUP_CONTENT_AND_COUNTEREXAMPLE_REVIEW,MISSING,HIGH,"A13,A19,A21",HARDENED
knowledge/filmcraft/ACTION_SCENES.md,833,d28d62dc44992300457104080e164ab0e2386cbe6946b86305720cdefb79ce1a,1550,1c6138a0a3a164ac5f916aee87db659f5adc4bd665f9ac3a391aa8328b433394,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/COMPOSITION_AND_LENS_LANGUAGE.md,780,3d463ff24922c49a552b32447995fde50e9228ef67c13fe78841832e44097631,1650,f3d556753ae1c92bc299e4d18868483fdbcfdda48c8a23f797376b77145a148c,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/DIALOGUE_SCENES.md,690,4aad2951cb6a3e27ecef20d611a8623f8edb2214b4713b1007e7e128d5b5e8bb,1663,15dcbc42af8bcf2d9d04741f3d92113f1ef90c507abe369de4a66d28295a10ed,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/DIRECTING_PRINCIPLES.md,1009,b335e4d1066903ff13f3e03a62c035fc38bb96f141e79326297faa4e7b7f8d77,1632,22f335ac8e24e50a3d5ffcd43ada0f4418f2480832304dd2be353679f166320b,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/EDITING_GRAMMAR.md,642,07013705ac79e46542b3d9c16d8b2f3582fdca12f707d71008fcbfb4a757506d,1642,956d5a30a6c01079b64c3a35689dd251fc946248a0afa3af960f6e703fa2e1af,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/LIGHTING_CONTINUITY.md,556,4315bfa0d738867cab333478f2609a7b40092a8babf96b0998193a8dc99dd8d6,1511,5d35d7ce0bf67a2fe5af461edd96406f5ff835561d0dfa5e50bb669d47ef8319,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/OPENING_BODY_ENDING.md,818,b66b1255f925a2d74473c073ecf24fe484b0a4549082a113271e4b35aec179c6,1663,39608c0309a9bdbd7832582368b769eed8f1779ba480a1810d609590aef05749,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/SCENE_BLOCKING.md,648,759a94c18282a5270a005def43bce959045bbcddccbb4fd4353be56ad7f712e6,1515,bb8d4341e22ad96e32b4822fedd1778cf3cbbc14a0ac0db10676cbb0f326a10d,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/SERIES_STORY_LOGIC.md,731,9c87a31c80b9584b5f97c83559b2590c0e6b9b63e2f72f3350805b418fda6627,1546,df16fde63696bae3b75bde61780d6232f3e592d5b9be75613da7f043ca5aca52,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
knowledge/filmcraft/SOUND_DESIGN.md,672,a0554c33ea0501c6504b3ff791a5f756204481beb9309e842f594f4b9027af46,1641,051cbf87b63e4bbd2db4e44cb20bf38df560b1392096fc754b5407a2f3433265,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,A10,HARDENED
phases/PHASE_0_CONTRACT_AND_REALITY.md,459,830b5afb2199045ee92c6068c4a2101e91d4449dd834f8b0aa8ecd2be06a24b8,474,f1ed18a950ee01f6c22a6fcbcb7204703742ced4c91bac1a0a090a1b61cb94c6,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,CONFLICT,HIGH,"A07,A09",HARDENED
phases/PHASE_1_BRAIN_PROOF.md,1294,d65e20de5d5d817f0a63142a222b20e1edcbf758ef24ed6a3a2744be7309dc4e,1294,d65e20de5d5d817f0a63142a222b20e1edcbf758ef24ed6a3a2744be7309dc4e,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
phases/PHASE_2_SEEDANCE_VERTICAL_SLICE.md,1663,163745151f9b33ba8064b202e4b1056bc8c1f18543e01ef97086d2ae5158e16d,1664,cc3fb01449cce96371f0de744214674a9cf3d64010175a004db1fa98ad836831,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,CONFLICT,HIGH,"A07,A09",HARDENED
phases/PHASE_3_PRODUCTION_HARDENING.md,936,7f52b7d7dff20612bd49b6dd963cdca15f5ddb2acffe052abbc1ac5a4582b95d,936,7f52b7d7dff20612bd49b6dd963cdca15f5ddb2acffe052abbc1ac5a4582b95d,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
phases/PHASE_4_LONG_FORM_SERIES.md,724,f20cec8af9df38ff224b06a2caed818419e0c2f5cb59d661b73560acec256118,724,f20cec8af9df38ff224b06a2caed818419e0c2f5cb59d661b73560acec256118,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
phases/PHASE_5_MULTI_PROVIDER_BENCHMARK.md,961,105bade9adc31ccd80e8a791fda55156d1cc182968f9f573ae218506d96eb5de,961,105bade9adc31ccd80e8a791fda55156d1cc182968f9f573ae218506d96eb5de,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
phases/PHASE_6_BETA_RELEASE.md,785,d7a47ada68f08263c0ebc87bede687629a69792b5eeeac5c5ffc5888cd4ce3d6,785,f8c78f3bbbf729d38ae24959e664505ee7a0261bf2c1338a282fba453f8cf316,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,CONFLICT,HIGH,"A07,A09",HARDENED
profiles/images/IMAGE_MODEL_PROFILE_TEMPLATE.yaml,308,3f2bf9a2447f7f6a80fa4c8a7d65b2f9f10eb34bdde2988ab15642ce10c4e203,2276,e99035621f42e1e30d12e57df03200eaeb6f9d65b786d58841b4643eec420e0f,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/images/README.md,309,d69ce87afaecc844702b37a5a86ad99a1851f8981c16b0ac4322f6fb0b28172d,309,d69ce87afaecc844702b37a5a86ad99a1851f8981c16b0ac4322f6fb0b28172d,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
profiles/models/README.md,446,a2f62c9bbe2aba7eea7c89ae90122520fd4f3a0510348ff02f1698bcf4b36ad3,1140,4addd8fcdf66caaf1649582b0fe3b5bc29c5b52b82c4eb07f213b76547603315,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/kling_v3_o3.yaml,730,1732aa32e6a2f76043464683d4f425840c760a2450446c074720d9bb8e32ee4f,2438,47f0279c5a47ad6adfd4d3c57b4987fc020037d40436e50e1200a94540e6f2b3,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/seedance_2_0.yaml,1250,12fe6b8f6b2fda9dd46114eb9368b3dfb89936e37324aa218308c8b6b187dad8,8454,98ea399894b98419ce728c3116c7e1676d035abec04788f5e682bb696ecae3bc,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/seedance_2_5.yaml,767,65b8c80bd2f272b1840c66f997d8a6e20bc6dcfca186efed94373585873c2f31,3797,3af46d395226f7bd7923ebcb03a1a17a0bea26339ef1cac2132d329fffc88b39,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/veo_3_1.yaml,668,859bab1ac88be3f0c30945909a268f4d92a2ca64d595ea4d6b462bf54d7bb383,2377,60f85639cd7730bbef3001d25f116aae7a174b471432dd43f1e9ad6ba0407e1e,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/vidu_q3.yaml,659,6e767461a700d1f66cd7075b8c9d7e4a9bbcce109b9865c2c53631326af3ec06,2366,f39b098cb2ad15eece9e01774a551dea51e8ecf98e0252b133c5d1af6ba68172,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/wan_2_2_family.yaml,759,2efc4294ab0f50f4ab0f732ac8afdba07fe14fb14cac032ee8e63478ef8a7cf2,2814,1e8d0c1938909fc6eb8c768a5a34e18740b02710671fb3134aac679f072a0594,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/models/wan_2_6.yaml,727,5fc4c0ffed521d7280de4deae42cb888af321506810c9b7e6313909dc2a15ab1,2434,87a92ee1d29a13bafed4d9598e885f8a27c7d67c5c2aa7c269bd11cc92be7e02,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/providers/PROVIDER_PROFILE_TEMPLATE.yaml,348,11371e24fbfd68511d058d11fd3e8264dea53a71ff99c376d08589e2407517fe,3261,229925c17a265a763394875cad98de033db5d3ef1ba9c6f1c6a940e6f48ca4ef,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
profiles/providers/README.md,748,81df8e18b1eacd87e2550b6a5cf75f1feeee8a7d5cb49997b4ec4c96fdac03f4,748,81df8e18b1eacd87e2550b6a5cf75f1feeee8a7d5cb49997b4ec4c96fdac03f4,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
profiles/voices/README.md,377,cecc2d2493cbbb69a8ee6c5d21a481714ccdc59d732cdde4dfdcee8adb8a3b66,377,cecc2d2493cbbb69a8ee6c5d21a481714ccdc59d732cdde4dfdcee8adb8a3b66,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
profiles/voices/VOICE_MODEL_PROFILE_TEMPLATE.yaml,376,4fdcb7bb9abe30c53f9321373ed193bb7d38155e87653b7410460de5c69eb579,3097,ed0e83196146c9b873f7f35b799b4f4554ea31a5074fa8a2c38413458d093e9f,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,EMPIRICAL_ONLY,HIGH,A06,HARDENED
prompts/CLAUDE_TASK_BOOTSTRAP.md,599,6f8449c86b3b406c3a4ddc56d070b77e7723d0ca0345d22bb9be88a84906fdd7,599,6f8449c86b3b406c3a4ddc56d070b77e7723d0ca0345d22bb9be88a84906fdd7,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/CODEX_TASK_BOOTSTRAP.md,814,002f3a22d35df0b87008f52dfd97931913cf13cb370a46a06b93ed9ad33db53a,814,002f3a22d35df0b87008f52dfd97931913cf13cb370a46a06b93ed9ad33db53a,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/INDEPENDENT_REVIEWER_PROMPT.md,734,3fa66e130e15f815ffdcd2d7be550dee4a849e18fc96b8d12f266767c85db298,734,3fa66e130e15f815ffdcd2d7be550dee4a849e18fc96b8d12f266767c85db298,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/MASTER_IMPLEMENTER_PROMPT.md,1055,ac855f551b10edb2acdb9e04d7f1acdcc9c1b30ecc9c471a1d80007a5a6668f1,1055,ac855f551b10edb2acdb9e04d7f1acdcc9c1b30ecc9c471a1d80007a5a6668f1,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/REAL_PROVIDER_BENCHMARK_PROMPT.md,706,d316068f2b7a29c751edd562701105f46f477756ba3b6d6eafc5d3a125783c8d,706,d316068f2b7a29c751edd562701105f46f477756ba3b6d6eafc5d3a125783c8d,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/REPOSITORY_REALITY_AUDIT_PROMPT.md,508,2613e1bf77dafe994a47a15bb698703cfa9dfd4763072bf693e423e2b7f23cd6,508,2613e1bf77dafe994a47a15bb698703cfa9dfd4763072bf693e423e2b7f23cd6,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
prompts/SPEC_CHANGE_REQUEST_PROMPT.md,647,61d1901255221ad93fa2a037a5813eacbef9d64c0b4613ac34b0f51033bcd8b1,647,61d1901255221ad93fa2a037a5813eacbef9d64c0b4613ac34b0f51033bcd8b1,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,OK,LOW,,RETAINED
schemas/active_context_pack.schema.json,948,e1b59790c7ffa906d69dc85b45800659c8080f1ebffb6a25c645fe3b82c74b0e,2289,e0417ed260b128fb87832937c40d2aee20796fccf705ee273e6910e5cfda7579,READ_FULL,FULL_CONTENT_STRUCTURAL_CHECK_AND_GROUP_SEMANTIC_REVIEW,UNDER_SPECIFIED,HIGH,"A01,A02,A03,A04,A05,A11,A12,A16",HARDENED
